OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
15994,11001004002,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3146,3146,2627,2016,2326,2528,3146,0.644031617485084,0.788470892211028,944,0.300063572790846,169,0.053719008264463,103,0.040743670886076,159,0.050540368722187,99,0.049107142857143,78,0.02969166349448,0,0,443,0.140813731722823,0.17025641025641,7.05539871584699,59.58008,0.362727409743106,123.72244138714676,5445182.318949485,1513,0.650472914875322,0.163923019419891,0.106103409315476,28.7681852387632,26.00032771362485,10201.095194021214,12.319600105285645,0,12.236600732216589,14.980946952009534,29.62545440431384,36.26966104170729,57.318813956172434,70.1739094067815,16.744822054612172,20.50024319748673,59.250908808627685,72.53932208341458,56.03075072120227,68.59696762235944,43.79414998898568,53.61602067034991,21.253043377007756,26.019539442963925,63.115098513538186,77.27014743668076,63.115098513538186,77.27014743668076,56.67478233868735,69.38543851457047,57.318813956172434,70.1739094067815,0,0,14,8,46,4,44,5,73,16,0,37,26,19,46,89,26,92,87,68,33,98,98,88,89,0,14,12,31,28,51,55,17,16,51,56,50,48,59,57,29,27,54,58,56,57,50,51,50,53,0,0,2,1,5,1,5,1,8,2,1,4,3,2,5,9,3,10,9,7,4,11,11,9,9,1,2,2,4,3,6,6,2,2,6,6,6,5,6,6,3,3,6,6,6,6,6,6,6,6,1,1,14 %ile,8 %ile,46 %ile,4 %ile,44 %ile,5 %ile,73 %ile,16 %ile,0 %ile,37 %ile,26 %ile,19 %ile,46 %ile,89 %ile,26 %ile,92 %ile,87 %ile,68 %ile,33 %ile,98 %ile,98 %ile,88 %ile,89 %ile,0 %ile,14 %ile,12 %ile,31 %ile,28 %ile,51 %ile,55 %ile,17 %ile,16 %ile,51 %ile,56 %ile,50 %ile,48 %ile,59 %ile,57 %ile,29 %ile,27 %ile,54 %ile,58 %ile,56 %ile,57 %ile,50 %ile,51 %ile,50 %ile,53 %ile,0 %ile,0 %ile,194755,0,0,0,0,0,0.020369682667121,2.0228418e-5
15995,11001004100,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2462,2462,2049,1410,1587,1408,2462,1.08167769644125,0.689255479068692,929,0.377335499593826,413,0.167749796913079,26,0.018465909090909,74,0.030056864337937,114,0.080851063829787,35,0.017081503172279,255,0.10357432981316,552,0.224207961007311,0.13025641025641,7.08080928961749,59.54097,0.377691777300705,120.36675091741888,5819390.668635848,1419,0.89413988657845,0.160594848756892,0.100208916741257,28.75342607218396,4.36576937604356,11281.244068730102,11.989927288507372,0,21.633553928825,13.785109581373836,49.7571740362975,31.705752037159822,97.35099267971252,62.03299311618226,28.1236201074725,17.920642455785988,100.59602576903625,64.10075955338833,106.0044142512425,67.5470369487318,72.47240566156376,46.18011709760235,34.61368628612,22.056175330198137,106.0044142512425,67.5470369487318,83.28918262597625,53.072671888289264,96.26931498327124,61.34373763711357,94.10595959038875,59.96522667897619,0,0,38,5,55,26,16,2,82,9,94,78,4,20,46,90,26,93,98,67,32,98,77,89,87,0,23,11,47,24,68,49,28,14,68,50,73,47,68,56,38,26,70,52,64,42,70,46,66,47,0,0,4,1,6,3,2,1,9,1,10,8,1,3,5,10,3,10,11,7,4,11,8,9,9,1,3,2,5,3,7,5,3,2,7,6,8,5,7,6,4,3,8,6,7,5,8,5,7,5,1,1,38 %ile,5 %ile,55 %ile,26 %ile,16 %ile,2 %ile,82 %ile,9 %ile,94 %ile,78 %ile,4 %ile,20 %ile,46 %ile,90 %ile,26 %ile,93 %ile,98 %ile,67 %ile,32 %ile,98 %ile,77 %ile,89 %ile,87 %ile,0 %ile,23 %ile,11 %ile,47 %ile,24 %ile,68 %ile,49 %ile,28 %ile,14 %ile,68 %ile,50 %ile,73 %ile,47 %ile,68 %ile,56 %ile,38 %ile,26 %ile,70 %ile,52 %ile,64 %ile,42 %ile,70 %ile,46 %ile,66 %ile,47 %ile,0 %ile,0 %ile,788701,7303,0,0,0,0,0.038588230782674,8.26747415e-5
15996,11001004201,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3273,3273,2860,1881,2293,3035,3273,0.672427241579971,0.943729850317449,765,0.233730522456462,343,0.104796822487015,39,0.012850082372323,107,0.032691720134433,40,0.021265284423179,159,0.055594405594406,13,0.003971891231286,97,0.02963641918729,0.202051282051282,7.05048879781421,59.49023,0.366419398073731,134.38488424523675,5711563.098183384,1802,0.785870039249891,0.176703464227858,0.110292953191832,31.963877979026037,28.87373296830688,9700.9722719508,12.922791439355294,0,12.776117590019448,17.930867156031525,30.259225871098696,42.46784326428519,59.84602450061742,83.99195667825293,18.155535522659218,25.48070595857111,62.5357334669373,87.76687607952273,63.20816070851728,88.7106059298402,46.397479669018,65.11735967190396,22.862526213719015,32.08681491079326,66.57029691641713,93.42925518142742,65.89786967483715,92.48552533110997,59.17359725903745,83.0482268279355,61.19087898377737,85.87941637888784,0,0,15,16,38,12,10,2,57,33,3,2,58,19,45,89,27,93,94,69,34,99,98,88,91,0,15,15,31,32,52,62,18,20,53,64,54,60,60,61,30,29,56,66,57,64,52,60,52,62,0,0,2,2,4,2,2,1,6,4,1,1,6,2,5,9,3,10,10,7,4,11,11,9,10,1,2,2,4,4,6,7,2,3,6,7,6,7,7,7,4,3,6,7,6,7,6,7,6,7,1,1,15 %ile,16 %ile,38 %ile,12 %ile,10 %ile,2 %ile,57 %ile,33 %ile,3 %ile,2 %ile,58 %ile,19 %ile,45 %ile,89 %ile,27 %ile,93 %ile,94 %ile,69 %ile,34 %ile,99 %ile,98 %ile,88 %ile,91 %ile,0 %ile,15 %ile,15 %ile,31 %ile,32 %ile,52 %ile,62 %ile,18 %ile,20 %ile,53 %ile,64 %ile,54 %ile,60 %ile,60 %ile,61 %ile,30 %ile,29 %ile,56 %ile,66 %ile,57 %ile,64 %ile,52 %ile,60 %ile,52 %ile,62 %ile,0 %ile,0 %ile,204529,0,0,0,0,0,0.018726530474674,2.1242961e-5
15997,11001004202,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2486,2440,2228,1563,1627,1887,2486,1.159131731380607,0.873622606979935,953,0.383346741753821,470,0.192622950819672,65,0.034446210916799,177,0.071198712791633,12,0.00767754318618,15,0.00673249551167,29,0.011665325824618,294,0.118262268704747,0.17025641025641,7.06024644808743,59.47048,0.380231986576785,127.41823047466664,6016845.214992573,1185,0.728334357713583,0.176021506307218,0.105776748062043,33.46896363690544,11.259841523210593,10633.213217631544,12.982000141143798,0,23.182634627612146,17.4724521395987,52.16092791212733,39.31301731409708,104.32185582425465,78.62603462819416,30.137425015895793,22.714187781478312,108.95838274977709,82.1205250561139,105.48098755563527,79.4996572351741,79.98008946526193,60.279959881615525,38.25134713556004,28.82954603033786,114.75404140668013,86.48863809101357,105.48098755563527,79.4996572351741,103.16272409287406,77.75241202121423,106.64011928701588,80.37327984215403,0,0,42,12,55,31,36,13,41,3,5,26,26,20,45,90,26,94,91,69,33,99,91,89,92,0,25,14,49,30,70,60,30,17,71,61,73,54,70,59,40,28,73,63,72,58,72,57,70,59,0,0,5,2,6,4,4,2,5,1,1,3,3,3,5,10,3,10,10,7,4,11,10,9,10,1,3,2,5,4,8,7,4,2,8,7,8,6,8,6,5,3,8,7,8,6,8,6,8,6,1,1,42 %ile,12 %ile,55 %ile,31 %ile,36 %ile,13 %ile,41 %ile,3 %ile,5 %ile,26 %ile,26 %ile,20 %ile,45 %ile,90 %ile,26 %ile,94 %ile,91 %ile,69 %ile,33 %ile,99 %ile,91 %ile,89 %ile,92 %ile,0 %ile,25 %ile,14 %ile,49 %ile,30 %ile,70 %ile,60 %ile,30 %ile,17 %ile,71 %ile,61 %ile,73 %ile,54 %ile,70 %ile,59 %ile,40 %ile,28 %ile,73 %ile,63 %ile,72 %ile,58 %ile,72 %ile,57 %ile,70 %ile,59 %ile,0 %ile,0 %ile,207646,0,0,0,0,0,0.021150467629762,2.1565977e-5
15998,11001004300,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4173,4173,3570,2461,2699,3004,4173,1.017349023639078,0.93138864467396,1872,0.448598130841121,419,0.100407380781213,40,0.013315579227696,354,0.084831056793674,28,0.011377488825681,119,0.033333333333333,291,0.069734004313444,330,0.079079798705967,0.181538461538462,7.03857333333333,59.55605,0.361199952806472,140.21171786659153,5721521.168560954,1701,0.630233419785106,0.182228407223898,0.11566655128596,35.218085940379666,41.38708123452369,8724.335989445251,12.636711555950484,0,19.32963144914248,17.696384248805245,46.79805508739759,42.84387765500217,90.54406310387795,82.89358937598246,28.485772661894188,26.078882050870885,94.61345919843426,86.6191439546783,87.49201603296072,80.09942344196058,70.197082631096393,64.26581648250325,35.60721582736773,32.59860256358861,100.71755334026874,92.20747582272206,100.71755334026874,92.20747582272206,89.52671408023888,81.9622007313085,91.56141212751703,83.82497802065642,0,0,35,15,61,11,11,21,47,19,73,11,38,19,46,89,28,93,86,69,35,99,99,88,90,0,21,14,45,33,66,62,28,20,66,64,67,55,68,60,38,29,69,66,70,64,67,59,65,61,0,0,4,2,7,2,2,3,5,2,8,2,4,2,5,9,3,10,9,7,4,11,11,9,10,1,3,2,5,4,7,7,3,3,7,7,7,6,7,7,4,3,7,7,8,7,7,6,7,7,1,1,35 %ile,15 %ile,61 %ile,11 %ile,11 %ile,21 %ile,47 %ile,19 %ile,73 %ile,11 %ile,38 %ile,19 %ile,46 %ile,89 %ile,28 %ile,93 %ile,86 %ile,69 %ile,35 %ile,99 %ile,99 %ile,88 %ile,90 %ile,0 %ile,21 %ile,14 %ile,45 %ile,33 %ile,66 %ile,62 %ile,28 %ile,20 %ile,66 %ile,64 %ile,67 %ile,55 %ile,68 %ile,60 %ile,38 %ile,29 %ile,69 %ile,66 %ile,70 %ile,64 %ile,67 %ile,59 %ile,65 %ile,61 %ile,0 %ile,0 %ile,236694,0,0,0,0,0,0.02037030366767,2.45839775e-5
15999,11001004401,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3360,3360,2642,1811,1923,2510,3342,0.858920174929159,0.588003882065907,1483,0.441369047619048,156,0.046428571428571,0,0,57,0.01705565529623,30,0.016565433462176,17,0.006434519303558,405,0.120535714285714,136,0.04047619047619,0.174358974358974,7.02683308743169,59.58409,0.35574382635088603,147.4397017492711,5484225.015303396,279,0.145085803432137,0.185422998723368,0.12242823484747,38.19708568567862,58.49880353506551,7325.433632426662,12.477235343921985,0,16.319483323654016,11.172073759252234,39.51032804674129,27.048178575031724,76.44389556869513,52.33234550386573,24.049764898016445,16.464108697845397,79.87957626841178,54.68436103212935,35.215727172095505,24.108159164702187,59.265492070111954,40.572267862547584,30.062206122520557,20.580135872306748,85.03309731798672,58.2123843245248,85.03309731798672,58.2123843245248,74.7260552188368,51.156337739733914,77.30281574362427,52.92034938593163,0,0,26,2,60,3,0,1,53,3,97,3,30,19,46,89,28,93,41,69,35,99,99,87,90,0,18,9,40,20,60,42,24,13,61,44,34,20,64,55,35,25,64,46,65,46,61,38,59,42,0,0,3,1,7,1,1,1,6,1,11,1,4,2,5,9,3,10,5,7,4,11,11,9,10,1,2,1,5,3,7,5,3,2,7,5,4,3,7,6,4,3,7,5,7,5,7,4,6,5,1,1,26 %ile,2 %ile,60 %ile,3 %ile,0 %ile,1 %ile,53 %ile,3 %ile,97 %ile,3 %ile,30 %ile,19 %ile,46 %ile,89 %ile,28 %ile,93 %ile,41 %ile,69 %ile,35 %ile,99 %ile,99 %ile,87 %ile,90 %ile,0 %ile,18 %ile,9 %ile,40 %ile,20 %ile,60 %ile,42 %ile,24 %ile,13 %ile,61 %ile,44 %ile,34 %ile,20 %ile,64 %ile,55 %ile,35 %ile,25 %ile,64 %ile,46 %ile,65 %ile,46 %ile,61 %ile,38 %ile,59 %ile,42 %ile,0 %ile,0 %ile,246895,0,0,2,0,0,0.021355490297966,2.56442075e-5
16000,11001004402,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2464,2455,1961,1109,1392,1689,2435,1.110920790490971,1.016300286446932,1245,0.505275974025974,246,0.10020366598778,152,0.089994079336886,343,0.140862422997947,0,0,39,0.019887812340643,187,0.075892857142857,263,0.106737012987013,0.174358974358974,7.02875043715847,59.55115,0.356390886957875,153.4156381888203,5836778.066810774,677,0.486350574712644,0.198880514490157,0.12405010302237,38.0134868101025,52.11258022506622,7239.577693967027,13.011159051178588,0,21.10749501932844,19.309705442491712,51.10235636258464,46.74981317655888,98.87195035369638,90.45072549377696,32.21670292423815,29.47270830696103,103.31563351566027,94.51592663956471,84.42998007731376,77.23882176996685,77.76445533436794,71.14102005128525,39.99314845767494,36.586810312089554,109.98115825860609,100.61372835824628,109.98115825860609,100.61372835824628,96.65010877271445,88.4181249208831,102.20471272516929,93.49962635311776,0,0,40,20,65,11,82,59,0,10,79,21,30,19,46,89,29,93,76,70,36,99,99,87,92,0,23,16,48,36,68,66,31,23,69,67,66,53,70,63,41,32,72,70,73,67,70,63,69,66,0,0,5,3,7,2,9,6,1,2,8,3,4,2,5,9,3,10,8,8,4,11,11,9,10,1,3,2,5,4,7,7,4,3,7,7,7,6,8,7,5,4,8,8,8,7,8,7,7,7,1,1,40 %ile,20 %ile,65 %ile,11 %ile,82 %ile,59 %ile,0 %ile,10 %ile,79 %ile,21 %ile,30 %ile,19 %ile,46 %ile,89 %ile,29 %ile,93 %ile,76 %ile,70 %ile,36 %ile,99 %ile,99 %ile,87 %ile,92 %ile,0 %ile,23 %ile,16 %ile,48 %ile,36 %ile,68 %ile,66 %ile,31 %ile,23 %ile,69 %ile,67 %ile,66 %ile,53 %ile,70 %ile,63 %ile,41 %ile,32 %ile,72 %ile,70 %ile,73 %ile,67 %ile,70 %ile,63 %ile,69 %ile,66 %ile,0 %ile,0 %ile,274746,0,0,0,0,0,0.025302140920655,2.8535836e-5
16001,11001004600,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3153,3153,2401,1563,1625,2106,3142,1.56468790845728,1.672238469915485,1860,0.589914367269267,680,0.215667618141453,42,0.01994301994302,462,0.147040101845958,0,0,136,0.056643065389421,166,0.052648271487472,348,0.110371075166508,0.262564102564102,7.0303106010929,59.37007,0.388435063782705,206.08791376559407,6215683.515003845,1334,0.820923076923077,0.254023721995241,0.244990650029582,27.922916560967536,23.770547576000453,6204.228327998264,13.18861591415556,0,29.729070260688328,31.772530928394225,70.41095588057762,75.25073114619684,142.3865996696125,152.17370076230915,50.070013070632974,53.51163103729553,147.08066339498436,157.19041617205562,150.21003921189893,160.5348931118866,115.78690522583875,123.74564677374592,73.54033169749218,78.59520808602781,153.33941502881348,163.87937005171756,151.7747271203562,162.2071315818021,134.5631601273261,143.81250841273175,143.9512875780698,153.84593923222465,0,0,60,59,71,36,18,63,0,34,50,22,94,19,45,91,32,94,96,74,47,98,97,86,92,0,31,25,60,56,79,86,46,41,80,87,83,86,78,80,60,57,82,88,82,86,81,84,79,85,0,0,7,6,8,4,2,7,1,4,6,3,10,2,5,10,4,10,11,8,5,11,11,9,10,1,4,3,7,6,8,9,5,5,9,9,9,9,8,9,7,6,9,9,9,9,9,9,8,9,1,1,60 %ile,59 %ile,71 %ile,36 %ile,18 %ile,63 %ile,0 %ile,34 %ile,50 %ile,22 %ile,94 %ile,19 %ile,45 %ile,91 %ile,32 %ile,94 %ile,96 %ile,74 %ile,47 %ile,98 %ile,97 %ile,86 %ile,92 %ile,0 %ile,31 %ile,25 %ile,60 %ile,56 %ile,79 %ile,86 %ile,46 %ile,41 %ile,80 %ile,87 %ile,83 %ile,86 %ile,78 %ile,80 %ile,60 %ile,57 %ile,82 %ile,88 %ile,82 %ile,86 %ile,81 %ile,84 %ile,79 %ile,85 %ile,0 %ile,0 %ile,437422,0,0,0,5,8,0.029305210932617,4.54278385e-5
16002,11001004702,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3465,3267,3193,2231,2438,2865,3267,1.063228821243038,1.346977805899039,1347,0.388744588744589,503,0.153963881236609,87,0.030366492146597,218,0.066727884909703,58,0.025997310623039,173,0.054181020983401,57,0.016450216450216,290,0.083694083694084,0.25025641025641,7.04563486338798,59.22324,0.389240130017341,194.3034533235892,7613742.383865473,119,0.048810500410172,0.314476041381512,0.170017836747831,35.995263486657734,7.009245419125717,6787.3655666608,15.300802195199442,0,20.201347603617723,25.59257831208174,46.782068134693674,59.26702345955771,96.75382273311646,122.57498033681254,34.02332227977722,43.103289788769246,102.06996683933164,129.30986936630774,24.454262888589877,30.980489535677897,81.86861923571394,103.717291054226,43.59238167096456,55.226090041860594,105.25965330306077,133.35080278400486,90.37444980565823,114.4931135014183,91.43767862690127,115.84009130731734,102.06996683933164,129.30986936630774,0,0,37,40,56,23,31,11,61,32,7,12,90,19,44,91,32,96,23,77,41,99,85,86,96,0,22,21,45,45,68,78,33,33,69,80,24,24,71,74,44,43,70,81,67,73,68,75,68,79,0,0,4,5,6,3,4,2,7,4,1,2,10,2,5,10,4,11,3,8,5,11,9,9,11,1,3,3,5,5,7,8,4,4,7,9,3,3,8,8,5,5,8,9,7,8,7,8,7,8,1,1,37 %ile,40 %ile,56 %ile,23 %ile,31 %ile,11 %ile,61 %ile,32 %ile,7 %ile,12 %ile,90 %ile,19 %ile,44 %ile,91 %ile,32 %ile,96 %ile,23 %ile,77 %ile,41 %ile,99 %ile,85 %ile,86 %ile,96 %ile,0 %ile,22 %ile,21 %ile,45 %ile,45 %ile,68 %ile,78 %ile,33 %ile,33 %ile,69 %ile,80 %ile,24 %ile,24 %ile,71 %ile,74 %ile,44 %ile,43 %ile,70 %ile,81 %ile,67 %ile,73 %ile,68 %ile,75 %ile,68 %ile,79 %ile,0 %ile,0 %ile,326418,0,0,1,0,2,0.031994566492854,3.3895578e-5
16003,11001004703,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3069,3069,2453,1944,2306,2172,3057,1.979863294720896,1.833850752603781,1751,0.570544151189312,1168,0.380579993483219,41,0.018876611418048,200,0.065423617926071,235,0.120884773662551,214,0.087240114145944,0,0,132,0.043010752688172,0.248205128205128,7.04076133879781,59.3157,0.390337289006116,192.84586092089464,7536229.0604261635,65,0.028187337380746,0.290987146604227,0.155025452373502,33.418684880356444,3.38549187311498,6806.727444593351,15.533450126647947,0,37.61740259969702,34.84316429947184,87.11398496771942,80.68943311456636,180.16755981960154,166.88041848694405,63.355625431068674,58.68322408332099,190.066876293206,176.04967224996295,35.63753930497613,33.00931354686806,150.4696103987881,139.37265719788735,77.21466849411495,71.52017935154745,196.0064661773687,181.5512245077743,142.55015721990452,132.03725418747223,170.26824334599706,157.71116472392515,192.0467395879269,177.88352300256673,0,0,73,67,70,69,17,11,88,51,0,3,90,19,44,91,32,96,18,76,39,99,72,86,97,0,37,27,67,60,86,88,55,44,88,90,34,25,84,84,61,54,89,91,81,78,87,87,88,89,0,0,8,7,8,7,2,2,9,6,1,1,10,2,5,10,4,11,2,8,4,11,8,9,11,1,4,3,7,7,9,9,6,5,9,10,4,3,9,9,7,6,9,10,9,8,9,9,9,9,1,1,73 %ile,67 %ile,70 %ile,69 %ile,17 %ile,11 %ile,88 %ile,51 %ile,0 %ile,3 %ile,90 %ile,19 %ile,44 %ile,91 %ile,32 %ile,96 %ile,18 %ile,76 %ile,39 %ile,99 %ile,72 %ile,86 %ile,97 %ile,0 %ile,37 %ile,27 %ile,67 %ile,60 %ile,86 %ile,88 %ile,55 %ile,44 %ile,88 %ile,90 %ile,34 %ile,25 %ile,84 %ile,84 %ile,61 %ile,54 %ile,89 %ile,91 %ile,81 %ile,78 %ile,87 %ile,87 %ile,88 %ile,89 %ile,0 %ile,0 %ile,124124,0,0,0,7,6,0.019274094933505,1.2889458e-5
16004,11001004704,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1226,1226,782,745,825,442,1215,3.381716943837918,2.336276869285403,1131,0.922512234910277,836,0.68189233278956,235,0.531674208144796,179,0.147325102880658,42,0.056375838926174,90,0.115089514066496,72,0.058727569331158,165,0.134584013050571,0.248205128205128,7.03335956284153,59.2899,0.392756743242928,208.73645063362463,6672048.513504213,299,0.362424242424242,0.297995489282081,0.247739711378729,27.127622707184457,11.616940893266245,5835.053349230884,13.658699989318848,0,64.25262193292045,44.38926051642266,148.7955455288684,102.79618224855771,307.73624188925055,212.60119510497162,111.59665914665129,77.09713668641828,321.26310966460227,221.94630258211325,223.19331829330258,154.19427337283656,257.0104877316818,177.55704206569064,158.94069636038213,109.80501285641392,331.408260496116,228.95513318996944,311.11795883308844,214.93747197425705,290.82765717006095,200.91981075854463,314.4996757769264,217.27374884354248,0,0,97,85,91,96,99,63,76,62,59,34,90,19,44,91,33,95,66,76,47,98,92,86,93,0,54,34,84,72,99,95,76,57,99,95,93,84,96,91,83,72,99,96,98,94,98,94,99,94,0,0,11,9,10,11,11,7,8,7,6,4,10,2,5,10,4,11,7,8,5,11,10,9,10,1,6,4,9,8,11,11,8,6,11,11,10,9,11,10,9,8,11,11,11,10,11,10,11,10,1,1,97 %ile,85 %ile,91 %ile,96 %ile,99 %ile,63 %ile,76 %ile,62 %ile,59 %ile,34 %ile,90 %ile,19 %ile,44 %ile,91 %ile,33 %ile,95 %ile,66 %ile,76 %ile,47 %ile,98 %ile,92 %ile,86 %ile,93 %ile,0 %ile,54 %ile,34 %ile,84 %ile,72 %ile,99 %ile,95 %ile,76 %ile,57 %ile,99 %ile,95 %ile,93 %ile,84 %ile,96 %ile,91 %ile,83 %ile,72 %ile,99 %ile,96 %ile,98 %ile,94 %ile,98 %ile,94 %ile,99 %ile,94 %ile,0 %ile,0 %ile,198509,0,0,0,10,8,0.01866484535115,2.06143675e-5
16005,11001004801,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2852,2843,2411,1434,1548,1927,2814,1.317572376147832,1.18300006079133,1450,0.508415147265077,496,0.174463594794231,130,0.067462376751427,178,0.063255152807392,74,0.051603905160391,165,0.068436333471589,251,0.088008415147265,417,0.146213183730715,0.198974358974359,7.02420516393443,59.4136,0.378466175277371,187.61777407677303,6315875.282566781,951,0.614341085271318,0.227215934058072,0.132651152748638,32.61481260770084,38.06860047913604,6890.046295417536,13.380332056343132,0,25.033875146808803,22.47700115503526,59.290756926652435,53.23500273560983,118.58151385330484,106.47000547121966,40.844743660582786,36.67300188453122,123.85180335789619,111.20200571438498,111.9936519725657,100.55500516726302,94.86521108264388,85.17600437697573,48.75017791746978,43.77100224927919,130.43966523863534,117.11700601834163,130.43966523863534,117.11700601834163,113.31122434871352,101.73800522805435,122.53423098174835,110.01900565359365,0,0,50,30,66,27,70,10,74,41,87,40,55,19,45,90,31,94,85,72,37,99,99,86,93,0,26,18,54,41,74,72,39,28,75,74,75,66,74,68,47,36,77,76,78,74,75,69,74,72,0,0,6,4,7,3,8,2,8,5,9,5,6,2,5,10,4,10,9,8,4,11,11,9,10,1,3,2,6,5,8,8,4,3,8,8,8,7,8,7,5,4,8,8,8,8,8,7,8,8,1,1,50 %ile,30 %ile,66 %ile,27 %ile,70 %ile,10 %ile,74 %ile,41 %ile,87 %ile,40 %ile,55 %ile,19 %ile,45 %ile,90 %ile,31 %ile,94 %ile,85 %ile,72 %ile,37 %ile,99 %ile,99 %ile,86 %ile,93 %ile,0 %ile,26 %ile,18 %ile,54 %ile,41 %ile,74 %ile,72 %ile,39 %ile,28 %ile,75 %ile,74 %ile,75 %ile,66 %ile,74 %ile,68 %ile,47 %ile,36 %ile,77 %ile,76 %ile,78 %ile,74 %ile,75 %ile,69 %ile,74 %ile,72 %ile,0 %ile,0 %ile,317222,0,0,1,0,0,0.024269974619712,3.2945424e-5
