OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
16100,11001009700,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3830,3830,2387,1788,1925,1715,3830,3.032348144032077,2.276325456168506,3787,0.988772845953003,1963,0.512532637075718,297,0.173177842565598,607,0.158485639686684,0,0,334,0.139924591537495,379,0.098955613577023,713,0.186161879895561,0.278974358974359,7.05082866120219,58.03972,0.292567701270116,121.77717085837516,3577329.1010082085,328,0.17038961038961,0.36518008387894,0,7.37983816680091,3.98041692248817,5227.46689904196,8.64568094088412,0,57.61461473660946,43.250183667201625,115.22922947321892,86.50036733440325,248.6525478106303,186.65868740581752,78.84105174483399,59.18446186038117,260.7819403867586,195.76398923049155,136.45566648144344,102.43464552758279,239.55550337853407,179.82971103731202,0,0,260.7819403867586,195.76398923049155,227.42611080240576,170.724409212638,257.7495922427265,193.48766377432304,188.00558492998877,141.1321782824474,0,0,93,83,97,85,97,69,0,70,92,62,97,19,38,82,26,86,45,79,0,86,75,85,62,0,50,33,76,64,95,92,63,45,96,93,81,67,95,91,0,0,96,93,93,88,97,93,87,82,0,0,10,9,11,9,11,7,1,8,10,7,11,2,4,9,3,9,5,8,1,9,8,9,7,1,6,4,8,7,11,10,7,5,11,10,9,7,11,10,1,1,11,10,10,9,11,10,9,9,1,1,93 %ile,83 %ile,97 %ile,85 %ile,97 %ile,69 %ile,0 %ile,70 %ile,92 %ile,62 %ile,97 %ile,19 %ile,38 %ile,82 %ile,26 %ile,86 %ile,45 %ile,79 %ile,0 %ile,86 %ile,75 %ile,85 %ile,62 %ile,0 %ile,50 %ile,33 %ile,76 %ile,64 %ile,95 %ile,92 %ile,63 %ile,45 %ile,96 %ile,93 %ile,81 %ile,67 %ile,95 %ile,91 %ile,0 %ile,0 %ile,96 %ile,93 %ile,93 %ile,88 %ile,97 %ile,93 %ile,87 %ile,82 %ile,0 %ile,0 %ile,403051,3427,0,0,8,7,0.035180135182847,4.2170067e-5
16101,11001009801,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1814,1814,1241,1107,1216,635,1814,3.12112532026746,3.311400180758043,1784,0.983461962513782,995,0.54851157662624,100,0.15748031496063,726,0.400220507166483,0,0,426,0.343271555197421,123,0.067805953693495,572,0.315325248070562,0.25025641025641,7.05342554644809,58.06412,0.276258690163179,117.4920851,3668889.2799864113,784,0.644736842105263,0.35650087544305,0,7.686105524503552,14.615096963699331,5879.203111245762,8.441600799560547,4.991883116883116,59.301381085081736,62.916603434402816,118.60276217016347,125.83320686880563,249.6900256213968,264.91201446064343,81.14925832695396,86.09640469970913,268.41677754300156,284.7804155451917,271.537902863269,288.09181572594974,246.56890030112933,261.6006142798854,0,0,271.537902863269,288.09181572594974,293.38578010514124,311.27161699125605,268.41677754300156,284.7804155451917,187.2675192160476,198.6840108454826,280.90127882407137,298.0260162682239,94,97,96,88,96,99,0,96,71,94,90,19,38,80,26,86,87,79,0,87,94,86,60,90,51,46,77,81,95,98,64,62,97,98,97,99,96,98,0,0,97,99,98,99,97,98,87,92,98,99,10,11,11,9,11,11,1,11,8,10,10,2,4,9,3,9,9,8,1,9,10,9,7,10,6,5,8,9,11,11,7,7,11,11,11,11,11,11,1,1,11,11,11,11,11,11,9,10,11,11,94 %ile,97 %ile,96 %ile,88 %ile,96 %ile,99 %ile,0 %ile,96 %ile,71 %ile,94 %ile,90 %ile,19 %ile,38 %ile,80 %ile,26 %ile,86 %ile,87 %ile,79 %ile,0 %ile,87 %ile,94 %ile,86 %ile,60 %ile,90 %ile,51 %ile,46 %ile,77 %ile,81 %ile,95 %ile,98 %ile,64 %ile,62 %ile,97 %ile,98 %ile,97 %ile,99 %ile,96 %ile,98 %ile,0 %ile,0 %ile,97 %ile,99 %ile,98 %ile,99 %ile,97 %ile,98 %ile,87 %ile,92 %ile,98 %ile,99 %ile,431384,7884,0,0,9,10,0.034546112900527,4.5571752e-5
16102,11001009802,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1991,1991,1347,836,946,697,1975,2.858385295378989,2.221809821296921,1965,0.98694123556002,895,0.44952285283777,188,0.269727403156384,446,0.225822784810127,0,0,156,0.115812917594655,210,0.105474635861376,418,0.209944751381215,0.25025641025641,7.05425316939891,58.07376,0.265734677441662,115.53294257509692,3508824.2905639885,487,0.514799154334038,0.339088004175575,0,7.02641001606395,1.675370795187737,5754.587529583843,8.560118203939393,1.998546511627907,54.3093206122008,42.21438660464149,108.6186412244016,84.42877320928298,225.81243833494017,175.52297588245673,71.45963238447473,55.54524553242302,245.8211354025931,191.07564463153517,222.9540530395612,173.30116606115982,222.9540530395612,173.30116606115982,0,0,242.9627501072141,188.85383481023823,162.9279618366024,126.64315981392447,245.8211354025931,191.07564463153517,174.36150301811836,135.53039909911215,240.10436481183513,186.63202498894134,90,82,97,79,99,91,0,63,94,73,90,19,38,79,25,86,78,78,0,85,57,86,61,84,49,32,74,62,93,90,59,42,95,92,93,88,94,90,0,0,95,92,84,77,96,93,85,80,97,94,10,9,11,8,11,10,1,7,10,8,10,2,4,8,3,9,8,8,1,9,6,9,7,9,5,4,8,7,10,10,6,5,11,10,10,9,10,10,1,1,11,10,9,8,11,10,9,9,11,10,90 %ile,82 %ile,97 %ile,79 %ile,99 %ile,91 %ile,0 %ile,63 %ile,94 %ile,73 %ile,90 %ile,19 %ile,38 %ile,79 %ile,25 %ile,86 %ile,78 %ile,78 %ile,0 %ile,85 %ile,57 %ile,86 %ile,61 %ile,84 %ile,49 %ile,32 %ile,74 %ile,62 %ile,93 %ile,90 %ile,59 %ile,42 %ile,95 %ile,92 %ile,93 %ile,88 %ile,94 %ile,90 %ile,0 %ile,0 %ile,95 %ile,92 %ile,84 %ile,77 %ile,96 %ile,93 %ile,85 %ile,80 %ile,97 %ile,94 %ile,200745,0,0,0,9,8,0.023007420455793,2.08253465e-5
16103,11001009803,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2984,2815,2081,1416,1607,1462,2928,2.735280084702447,2.375765383679502,2915,0.976876675603217,1155,0.410301953818828,183,0.125170998632011,663,0.226434426229508,0,0,370,0.177799135031235,118,0.039544235924933,407,0.136394101876676,0.264615384615385,7.06654631147541,58.1425,0.279882886802396,115.49977765781667,4112771.181169743,577,0.359054138145613,0.353966466347945,0,8.588571052168056,14.576285441852578,6875.744317016171,8.623325835019752,0,54.705601694048944,47.51530767359005,103.940643218693,90.27908457982109,221.55768686089823,192.4369960780397,68.38200211756119,59.39413459198756,240.70464745381537,209.0673537637962,180.52848559036153,156.80051532284716,216.08712669149332,187.68546531068068,0,0,240.70464745381537,209.0673537637962,257.11632796203,223.32194606587322,235.23408728441046,204.3158229964372,169.58736525155172,147.29745378812913,0,0,89,86,96,73,92,91,0,79,30,35,95,20,38,81,25,88,66,79,0,88,94,86,62,0,49,36,73,66,92,92,58,45,94,94,88,85,93,92,0,0,95,94,96,95,95,94,84,83,0,0,9,9,11,8,10,10,1,8,4,4,11,3,4,9,3,9,7,8,1,9,10,9,7,1,5,4,8,7,10,10,6,5,10,10,9,9,10,10,1,1,11,10,11,11,11,10,9,9,1,1,89 %ile,86 %ile,96 %ile,73 %ile,92 %ile,91 %ile,0 %ile,79 %ile,30 %ile,35 %ile,95 %ile,20 %ile,38 %ile,81 %ile,25 %ile,88 %ile,66 %ile,79 %ile,0 %ile,88 %ile,94 %ile,86 %ile,62 %ile,0 %ile,49 %ile,36 %ile,73 %ile,66 %ile,92 %ile,92 %ile,58 %ile,45 %ile,94 %ile,94 %ile,88 %ile,85 %ile,93 %ile,92 %ile,0 %ile,0 %ile,95 %ile,94 %ile,96 %ile,95 %ile,95 %ile,94 %ile,84 %ile,83 %ile,0 %ile,0 %ile,531060,3756,0,0,8,8,0.03133091223849,5.54855365e-5
16104,11001009804,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2908,2908,1482,996,1115,1512,2908,2.971349150206299,2.019143530391143,2815,0.968019257221458,1462,0.502751031636864,278,0.183862433862434,408,0.140302613480055,0,0,118,0.079622132253711,271,0.093191196698762,150,0.051581843191197,0.264615384615385,7.0628193442623,58.13725,0.306838096327632,123.44361338251888,4019284.095350123,492,0.441255605381166,0.408461675207672,0,9.492308616180352,3.400236570965486,6119.73415532644,9.21849451038541,0,59.42698300412599,40.382870607822845,112.91126770783937,76.72745415486342,249.59332861732915,169.608056552856,77.25507790536379,52.49773179016971,261.47872521815435,177.6846306744206,216.90848796505986,147.3974777185534,240.67928116671024,163.55062596168256,0,0,267.42142351856694,181.72291773520286,213.93713881485357,145.37833418816228,255.53602691774174,173.64634361363827,199.08039306382207,135.28261653620655,0,0,92,75,95,84,97,58,0,47,90,4,95,20,38,84,26,88,73,81,0,90,72,86,67,0,52,31,76,57,95,89,62,40,96,90,93,83,95,89,0,0,97,91,92,82,96,90,89,80,0,0,10,8,11,9,11,6,1,5,10,1,11,3,4,9,3,9,8,9,1,10,8,9,7,1,6,4,8,6,11,9,7,5,11,10,10,9,11,9,1,1,11,10,10,9,11,10,9,9,1,1,92 %ile,75 %ile,95 %ile,84 %ile,97 %ile,58 %ile,0 %ile,47 %ile,90 %ile,4 %ile,95 %ile,20 %ile,38 %ile,84 %ile,26 %ile,88 %ile,73 %ile,81 %ile,0 %ile,90 %ile,72 %ile,86 %ile,67 %ile,0 %ile,52 %ile,31 %ile,76 %ile,57 %ile,95 %ile,89 %ile,62 %ile,40 %ile,96 %ile,90 %ile,93 %ile,83 %ile,95 %ile,89 %ile,0 %ile,0 %ile,97 %ile,91 %ile,92 %ile,82 %ile,96 %ile,90 %ile,89 %ile,80 %ile,0 %ile,0 %ile,518363,5609,0,0,8,8,0.03800711441758,5.4363707e-5
16105,11001009807,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3462,3398,2688,1643,1828,1695,3362,2.319554155251048,2.113465613178786,3391,0.97949162333911,868,0.255444379046498,95,0.056047197640118,630,0.187388459250446,26,0.015824710894705,275,0.102306547619048,294,0.084922010398614,578,0.166955517042172,0.293333333333333,7.07491696721311,58.06407,0.249023675145607,108.48886609179677,3867680.572993373,1046,0.572210065645514,0.302146787744034,0,7.766258926596404,21.90475099140452,7231.647617744006,8.332448177029049,0,46.391083105020954,42.26931226357572,88.14305789953981,80.31169330079388,176.28611579907962,160.62338660158775,57.98885388127619,52.836640329469645,201.80121150684116,183.87150834655438,190.2034407305859,173.30418028066046,176.28611579907962,160.62338660158775,0,0,201.80121150684116,183.87150834655438,224.99675305935162,205.00616447834224,201.80121150684116,183.87150834655438,136.85369515981182,124.69447117754838,0,0,81,78,96,45,60,81,52,57,86,52,98,20,38,76,25,87,82,76,0,87,97,87,59,0,43,32,68,60,86,87,51,40,90,91,90,88,88,88,0,0,90,91,93,93,92,92,77,77,0,0,9,8,11,5,7,9,6,6,9,6,11,3,4,8,3,9,9,8,1,9,11,9,6,1,5,4,7,7,9,9,6,5,10,10,10,9,9,9,1,1,10,10,10,10,10,10,8,8,1,1,81 %ile,78 %ile,96 %ile,45 %ile,60 %ile,81 %ile,52 %ile,57 %ile,86 %ile,52 %ile,98 %ile,20 %ile,38 %ile,76 %ile,25 %ile,87 %ile,82 %ile,76 %ile,0 %ile,87 %ile,97 %ile,87 %ile,59 %ile,0 %ile,43 %ile,32 %ile,68 %ile,60 %ile,86 %ile,87 %ile,51 %ile,40 %ile,90 %ile,91 %ile,90 %ile,88 %ile,88 %ile,88 %ile,0 %ile,0 %ile,90 %ile,91 %ile,93 %ile,93 %ile,92 %ile,92 %ile,77 %ile,77 %ile,0 %ile,0 %ile,1037012,0,0,0,7,7,0.049294392367236,1.0757749e-4
16106,11001009810,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2226,2226,1336,1221,1281,1137,2226,3.21460969678835,2.150690609771663,2223,0.998652291105121,1277,0.573674752920036,108,0.094986807387863,334,0.150044923629829,32,0.026208026208026,88,0.065868263473054,95,0.042677448337826,127,0.057053009883199,0.264615384615385,7.05820142076503,58.01583,0.265753840870987,109.63533889341733,3613687.1849865713,685,0.534738485558158,0.314153212208896,0,7.237605204721212,21.166271756220866,6537.675196276525,8.230815857612521,6.379520520113775,64.292193935767,43.01381219543327,122.15516847795732,81.7262431713232,253.95416604627965,169.9045581719614,80.36524241970875,53.767265244291586,276.4564339237981,184.95939244036305,257.168775743068,172.05524878173307,247.52494665270294,165.60317695241807,0,0,276.4564339237981,184.95939244036305,308.6025308916815,206.46629853807968,276.4564339237981,184.95939244036305,186.4473624137243,124.74005536675648,292.52948240773986,195.71284548922137,95,79,98,90,84,64,61,39,35,5,95,20,38,79,25,86,80,77,0,86,96,86,58,91,54,33,78,61,96,89,64,41,97,91,96,88,96,89,0,0,97,91,98,93,98,92,87,77,99,95,11,8,11,10,9,7,7,4,4,1,11,3,4,8,3,9,9,8,1,9,11,9,6,10,6,4,8,7,11,9,7,5,11,10,11,9,11,9,1,1,11,10,11,10,11,10,9,8,11,11,95 %ile,79 %ile,98 %ile,90 %ile,84 %ile,64 %ile,61 %ile,39 %ile,35 %ile,5 %ile,95 %ile,20 %ile,38 %ile,79 %ile,25 %ile,86 %ile,80 %ile,77 %ile,0 %ile,86 %ile,96 %ile,86 %ile,58 %ile,91 %ile,54 %ile,33 %ile,78 %ile,61 %ile,96 %ile,89 %ile,64 %ile,41 %ile,97 %ile,91 %ile,96 %ile,88 %ile,96 %ile,89 %ile,0 %ile,0 %ile,97 %ile,91 %ile,98 %ile,93 %ile,98 %ile,92 %ile,87 %ile,77 %ile,99 %ile,95 %ile,398419,14058,0,0,9,8,0.027734429880034,4.2788567e-5
16107,11001009811,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3849,3849,2326,1747,2206,1872,3849,3.040592220047803,2.438220734679247,3831,0.995323460639127,1969,0.511561444531047,529,0.28258547008547,564,0.146531566640686,0,0,487,0.209372312983663,277,0.071966744608989,388,0.100805404001039,0.291282051282051,7.05119852459016,57.95233,0.26565771707829,111.1160050126183,3427435.2741262475,947,0.429283771532185,0.319016703111529,0,6.508555622340713,15.084607054429153,5889.532065110966,8.41876288199543,1.982875168995043,57.771252180908256,46.326193958905705,112.5019121417687,90.21416718313216,240.20678538377643,192.61943803966057,76.01480550119507,60.95551836698118,258.45033870406326,207.24876244773603,218.9226398434418,175.55189289690583,234.1256009436808,187.74299657030207,0,0,255.40974648401544,204.81054171305678,285.81566868449346,229.19274905984923,261.49093092411107,209.68698318241528,179.39494098282037,143.8550233460756,255.40974648401544,204.81054171305678,93,87,98,85,99,62,0,85,75,18,98,19,37,79,25,85,72,77,0,84,94,86,59,84,51,35,76,66,94,92,62,46,96,94,93,89,95,92,0,0,96,94,97,96,97,95,86,82,97,95,10,9,11,9,11,7,1,9,8,2,11,2,4,8,3,9,8,8,1,9,10,9,6,9,6,4,8,7,10,10,7,5,11,10,10,9,11,10,1,1,11,10,11,11,11,11,9,9,11,11,93 %ile,87 %ile,98 %ile,85 %ile,99 %ile,62 %ile,0 %ile,85 %ile,75 %ile,18 %ile,98 %ile,19 %ile,37 %ile,79 %ile,25 %ile,85 %ile,72 %ile,77 %ile,0 %ile,84 %ile,94 %ile,86 %ile,59 %ile,84 %ile,51 %ile,35 %ile,76 %ile,66 %ile,94 %ile,92 %ile,62 %ile,46 %ile,96 %ile,94 %ile,93 %ile,89 %ile,95 %ile,92 %ile,0 %ile,0 %ile,96 %ile,94 %ile,97 %ile,96 %ile,97 %ile,95 %ile,86 %ile,82 %ile,97 %ile,95 %ile,467511,0,0,0,9,9,0.036571291609954,4.84968935e-5
16108,11001009901,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2140,2140,1818,958,1077,1029,2136,1.897656307034849,1.546230030667982,1988,0.928971962616822,280,0.130841121495327,25,0.024295432458698,449,0.210205992509363,0,0,97,0.053355335533553,178,0.083177570093458,734,0.342990654205608,0.218461538461538,7.05074989071038,58.37318,0.336899366821888,148.67570099758888,4436354.83631417,688,0.638811513463324,0.467115407255495,0.310408177678637,12.86169125721252,3.225097667588325,3256.5100815194555,8.772586302103731,0,36.05546983366212,29.37837058269165,74.00859597435911,60.30297119605129,165.09609871203185,134.5220126681144,53.13437659697576,43.29444085870349,170.7890676331364,139.16070276011834,163.198442404997,132.97578263744643,155.6078171768576,126.7908625147745,98.67812796581214,80.40396159473505,176.48203655424092,143.7993928521223,134.73359779947427,109.78233217742668,155.6078171768576,126.7908625147745,119.55234734319545,97.41249193208284,0,0,70,51,91,18,23,87,0,31,85,96,73,19,39,87,28,90,86,82,52,93,71,82,63,0,36,23,61,46,84,81,48,33,85,82,86,79,85,81,69,58,86,83,79,71,85,79,73,67,0,0,8,6,10,2,3,9,1,4,9,11,8,2,4,9,3,10,9,9,6,10,8,9,7,1,4,3,7,5,9,9,5,4,9,9,9,8,9,9,7,6,9,9,8,8,9,8,8,7,1,1,70 %ile,51 %ile,91 %ile,18 %ile,23 %ile,87 %ile,0 %ile,31 %ile,85 %ile,96 %ile,73 %ile,19 %ile,39 %ile,87 %ile,28 %ile,90 %ile,86 %ile,82 %ile,52 %ile,93 %ile,71 %ile,82 %ile,63 %ile,0 %ile,36 %ile,23 %ile,61 %ile,46 %ile,84 %ile,81 %ile,48 %ile,33 %ile,85 %ile,82 %ile,86 %ile,79 %ile,85 %ile,81 %ile,69 %ile,58 %ile,86 %ile,83 %ile,79 %ile,71 %ile,85 %ile,79 %ile,73 %ile,67 %ile,0 %ile,0 %ile,2102150,0,0,1,6,4,0.060876817755704,2.18212229e-4
16109,11001009902,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3090,3083,2471,1235,1310,2050,3083,2.046834198781168,1.534336838068812,2967,0.960194174757282,514,0.166720726565034,208,0.101463414634146,430,0.139474537787869,9,0.007287449392713,229,0.092675030352084,192,0.062135922330097,412,0.133333333333333,0.232820512820513,7.01864740437158,58.39141,0.319018179595255,137.1184252871305,3746490.516228864,1113,0.849618320610687,0.383983123605948,0.317821020505826,9.653537732951152,2.420816522456438,2585.8341024604338,9.559451286450685,0,38.88984977684219,29.152399923307435,79.82653375246555,59.83913668468368,173.9809068963993,130.41863123584903,55.264523367091535,41.42709462785793,178.07457529396163,133.48730491198666,198.5429172817733,148.8306732926748,163.74673590249344,122.74694704550498,108.4822125354019,81.31985241764706,184.2150778903051,138.09031542619311,133.04422292077592,99.7318944744728,163.74673590249344,122.74694704550498,145.32522811346294,108.93791550288567,0,0,74,51,94,26,87,58,41,53,64,33,83,19,39,85,27,87,97,80,53,90,65,80,71,0,38,23,64,46,85,80,50,32,86,81,91,83,86,80,72,59,87,82,79,67,86,78,79,72,0,0,8,6,10,3,9,6,5,6,7,4,9,2,4,9,3,9,11,9,6,10,7,9,8,1,4,3,7,5,9,9,6,4,9,9,10,9,9,9,8,6,9,9,8,7,9,8,8,8,1,1,74 %ile,51 %ile,94 %ile,26 %ile,87 %ile,58 %ile,41 %ile,53 %ile,64 %ile,33 %ile,83 %ile,19 %ile,39 %ile,85 %ile,27 %ile,87 %ile,97 %ile,80 %ile,53 %ile,90 %ile,65 %ile,80 %ile,71 %ile,0 %ile,38 %ile,23 %ile,64 %ile,46 %ile,85 %ile,80 %ile,50 %ile,32 %ile,86 %ile,81 %ile,91 %ile,83 %ile,86 %ile,80 %ile,72 %ile,59 %ile,87 %ile,82 %ile,79 %ile,67 %ile,86 %ile,78 %ile,79 %ile,72 %ile,0 %ile,0 %ile,1294556,0,0,0,6,5,0.054586667914187,1.34373871e-4
16110,11001009903,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2355,2342,1471,683,786,1399,2355,2.314420353627306,1.833717280729049,2198,0.933333333333333,660,0.281810418445773,372,0.26590421729807,342,0.145222929936306,9,0.013177159590044,123,0.08361658735554,242,0.10276008492569,209,0.088747346072187,0.265641025641026,6.9727699726776,58.55941,0.318021750000725,268.562207591018,3360944.7040756047,427,0.543256997455471,0.287939196906753,0.567801696926465,6.98455937620755,0,1191.1136908459089,9.94094903883106,0,41.65956636529151,33.00691105312288,92.57681414509224,73.34869122916193,196.72573005832103,155.86596886196915,85.63355308421033,67.8475393869748,196.72573005832103,155.86596886196915,185.15362829018449,146.69738245832386,175.89594687567526,139.3625133354077,152.75174333940225,121.02534052811721,196.72573005832103,155.86596886196915,0,0,171.26710616842067,135.6950787739496,171.26710616842067,135.6950787739496,0,0,80,67,92,50,99,61,49,49,93,14,95,18,40,85,37,85,80,76,66,85,0,74,74,0,40,26,69,55,89,86,66,51,89,86,89,83,88,84,82,76,89,86,0,0,88,82,84,80,0,0,9,7,10,6,11,7,5,5,10,2,11,2,5,9,4,9,9,8,7,9,1,8,8,1,5,3,7,6,9,9,7,6,9,9,9,9,9,9,9,8,9,9,1,1,9,9,9,9,1,1,80 %ile,67 %ile,92 %ile,50 %ile,99 %ile,61 %ile,49 %ile,49 %ile,93 %ile,14 %ile,95 %ile,18 %ile,40 %ile,85 %ile,37 %ile,85 %ile,80 %ile,76 %ile,66 %ile,85 %ile,0 %ile,74 %ile,74 %ile,0 %ile,40 %ile,26 %ile,69 %ile,55 %ile,89 %ile,86 %ile,66 %ile,51 %ile,89 %ile,86 %ile,89 %ile,83 %ile,88 %ile,84 %ile,82 %ile,76 %ile,89 %ile,86 %ile,0 %ile,0 %ile,88 %ile,82 %ile,84 %ile,80 %ile,0 %ile,0 %ile,383679,0,0,0,8,7,0.035914266970483,3.9834795e-5
16111,11001009904,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3179,3169,1893,1323,1465,1636,3169,2.894723710851682,2.099311552616923,3126,0.983328090594527,1474,0.465130956137583,187,0.114303178484108,443,0.1397917324077,28,0.021164021164021,130,0.068674062334918,272,0.085561497326203,160,0.050330292544825,0.285128205128205,7.00118633879781,58.51691,0.318894098603392,178.59867692966043,3464404.9939226555,335,0.228668941979522,0.311464681731031,0.479554551131404,8.472481661516632,1.704747940759741,1800.5360783280591,10.07865383124401,0,52.105026795330275,37.78760794710461,115.78894843406728,83.97246210467691,246.05151542239295,178.44148197243842,89.73643503640214,65.0786581311246,246.05151542239295,178.44148197243842,150.52563296428747,109.16420073607999,222.8937257355795,161.64698955150303,179.47287007280428,130.1573162622492,254.73568655494805,184.73941663028918,164.99925151854586,119.66075849916459,222.8937257355795,161.64698955150303,217.10427831387614,157.4483664462692,0,0,91,78,96,80,90,58,57,41,86,4,98,18,40,85,31,85,52,77,62,88,57,77,75,0,47,29,76,62,95,90,68,49,95,90,83,70,93,88,86,78,96,91,85,74,94,88,91,85,0,0,10,8,11,9,10,6,6,5,9,1,11,2,5,9,4,9,6,8,7,9,6,8,8,1,5,3,8,7,11,10,7,5,11,10,9,8,10,9,9,8,11,10,9,8,10,9,10,9,1,1,91 %ile,78 %ile,96 %ile,80 %ile,90 %ile,58 %ile,57 %ile,41 %ile,86 %ile,4 %ile,98 %ile,18 %ile,40 %ile,85 %ile,31 %ile,85 %ile,52 %ile,77 %ile,62 %ile,88 %ile,57 %ile,77 %ile,75 %ile,0 %ile,47 %ile,29 %ile,76 %ile,62 %ile,95 %ile,90 %ile,68 %ile,49 %ile,95 %ile,90 %ile,83 %ile,70 %ile,93 %ile,88 %ile,86 %ile,78 %ile,96 %ile,91 %ile,85 %ile,74 %ile,94 %ile,88 %ile,91 %ile,85 %ile,0 %ile,0 %ile,426198,0,0,0,9,6,0.029785738771058,4.4247032e-5
