NAME,ADDRESS,USE_TYPE,PROPID,ACTIVE,DIAMOND60,DIAMOND90,BBCOURT,FBFIELD,SOCCERJR,SOCCERREG,TENNISCT,VOLLEYB,SKATEPARK,WOODLAND,VSTRSHCAN,DMPSTR,PICNIC,PLYGRD,TOTLOT,INSWIM,OUTSWIM,SPRAYPARK,UTILBX,TRAFPOLE,UTILPOLE,BUSSTP,LOCK_,NMZ,DRINKFOUNT,BENCHES,ATHLIGHT,LNDSCPBED,TOTIMPV,SIGNS,TURFONLY,FENCE,TOPO,COMMGAR,WARD,AREA_,ZONE_,PARKPARTN,RES_NUM,ADJ_SCHOOL_SITE,SSL,COMMENTS,DATE_ACQUIRED,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID,SHAPEAREA,SHAPELEN
Yards Park,"355 Water St, SE",PARK,DPR_0004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,none,,Multiple Lots,Temporary Boundary,,,{333AAF13-80B2-42C4-A87C-20B1469088D9},,,234,0,0
Triangle Park RES 336B,"Minnesota Ave., between 22nd & Q Sts., SE",TRIANGLE,DPR_336B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,07,,336B,none,RES 336B0000,TOJ for Comp Plan,,,{F061EAAA-9B3D-496B-844B-7483AA0CA74E},,,235,0,0
Triangle Park RES 336C,"Naylor Rd., between 22nd & Q Sts., SE",TRIANGLE,DPR_336C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,07,,336C,none,RES 336C0000,TOJ for Comp Plan,,,{13B1A65E-2CE8-4AF4-9D46-5333F65B98F8},,,236,0,0
Randle Highlands,"3000 R St., SE",PARK,DPR_0028,Y,,,,,,,2,,,Y,,,,,,,,,,,,,,,,,,,,,,,,N,7,,07,,none,Randle Highlands Elementary School,5663    0074,,,,{06951C57-6B36-4A65-8E63-9591655A4DB2},,,237,0,0
Poplar Point,"South Capitol Street, I-295, 11th St. & Frederick Douglass Memorial Bridges, SE",LARGE PARK,DPR_343C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,Y,343C,none,RES 343C0000,"Sub Bks (168&204), Pgs (20&194). GAO Federal Real Property Report.  TOJ to DC for Parks, Recreation & Open Space (Boathouse Row - Marina/Recreation)",,,{537CABB9-A868-48C5-BB18-A2EF7B1C6973},,,238,0,0
Fort Davis,"41st St., between Fort Davis St. & Fort Davis Pl., SE",REC CENTER GROUNDS,DPR_0713,Y,1,0,1,0,0,0,1,0,N,N,6,1,8,1,1,0,0,Y,,,,N,,N,1,10,Nw,RpAIR,Nw,Nw,Pr,ChnLnk,MdSlp,N,7,,07,,0713,none,Multiple Lots,Map 8198 & A&T 3544-J (TOJ for Recreation Purposes),1972/11/14 05:00:00+00,,{74AABF55-2CE8-424B-B493-64756814DB8F},,,239,0,0
Triangle Park RES 314A,"Minnesota Ave.,16th St.,T St.,SE",TRIANGLE,DPR_314A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,07,,314A,none,RES 314A0000,TOJ for Comp Plan,,,{66539148-B3FC-4393-819C-282E2645F95C},,,240,0,0
Triangle Park RES 314C,"Minnesota Avenue and Good Hope Road, SE",SMALL PARK,DPR_314C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,07,,314C,none,RES 314C0000,TOJ for Comp Plan,,,{F17C4D6E-82DF-4BFA-B2FA-7030576DF1E0},,,241,0,0
Alger Park,"31st and W Sts., to Park and Hillcrest Drs., SE",PARK,DPR_0489,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,N,7,,07,,0489,none,RES 04890000,Subdivision Book 158 Page 50 (TOJ for Recreation Purposes),1999/01/01 05:00:00+00,,{A83F280D-BB2B-4F1D-8378-32CEC2D59107},,,242,0,0
Barry Farms Playground,"Martin Luther King Jr. Blvd., between Howard & Summer Rds., SE",REC CENTER GROUNDS,DPR_0474,Y,1,0,2,0,0,0,1,0,,,1,1,1,1,1,0,1,N,,,,Y,,N,0,0,RpLACE,RpAIR,RpAIR,RpLACE,RpAIR,ChnLnk,Flt,Y,8,,07,,0474,Birney Elementary School,RES 04740000,Subdivision Book 152 Page 139 (TOJ to DC for Recreation purposes),1968/01/01 05:00:00+00,,{6B232EC4-4748-4FF5-B95E-B3896E68B78B},,,243,0,0
Hillcrest Recreation Center,"Alabama Ave., west of 32nd St., SE",REC CENTER GROUNDS,DPR_0627,Y,0,0,0,0,0,0,0,1,N,Y,4,1,0,1,1,0,0,N,,,,N,,N,1,6,Nne,Gd,Nw,Nw,Pr,Ir,Flt,N,7,,07,,0627,Winston Educational Center,RES 06270000,Subdivision Book 162 Page 1 (TOJ to DC for Recreation & School purposes),1972/12/14 05:00:00+00,,{1E3213DF-AFDD-4590-A072-E04F847D74E3},,,244,0,0
Fort Stanton,"north of Erie St., between Pearson Pl. & 16th St., SE",REC CENTER GROUNDS,DPR_0412,Y,1,0,4,0,0,0,3,0,N,N,2,1,0,1,1,0,1,N,,,,N,,Y,1,1,RpLACE,Nne,Nw,RpLACE,Pr,ChnLnk,MdSlp,N,8,,07,,0412,none,Multiple Lots,Subdivision Book 158 Page 34 (TOJ to DC for Recreation purposes),1926/01/01 05:00:00+00,,{3D3853FE-005B-48D1-B465-CF6C8131D5F2},,,245,0,0
Triangle Park RES 0490,"Southern Ave., between Branch Ave. & Erie St., SE",TRIANGLE,DPR_0490,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0490,,RES 04900000,"Subdivision Books (155 & 156), Pages (5 & 18).   TOJ to DC for Recreation purposes",,,{3B9B251B-98C7-4A1C-8094-2499A238B400},,,246,0,0
Douglass Recreation Center,Douglass Rec Ctr. (Ft. Stanton Park to St. Elizabeth Hospital),REC CENTER GROUNDS,DPR_0519,Y,1,0,2,0,0,0,0,0,N,N,1,1,4,1,1,0,1,Y,,,,N,,Y,1,6,RpLACE,Nne,RpLACE,RpLACE,RpAIR,ChnLnk,Flt,N,8,,08,,0519,none,Multiple Lots,"Subdivision 158, Page 34.  TOJ to DC for recreation purposes",,,{CBC0B3CC-11AA-45F7-84ED-3CE5570DB212},,,247,0,0
Oxon Run Park,"Mississippi Ave., between 1st St. and Southern Ave., SE",PARK,DPR_0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0501,,Multiple Lots,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,1930/01/01 05:00:00+00,,{E0801EDF-12E4-4351-81C0-53E5F5F3E5DA},,,248,0,0
Congress Heights,"7th St., south of Alabama Ave., SE",REC CENTER GROUNDS,DPR_0632,Y,1,0,1,0,0,0,3,0,N,Y,3,1,2,1,0,0,0,N,,,,N,,N,1,5,Nw,Nne,RpLACE,RpLACE,RpAIR,ChnLnk,Flt,N,8,,08,,0632,Martin Luther King Elementary School,RES 06320000,Subdivision Books (158 & 125) Pages (11 & 75) (TOJ for Recreation Purposes),1971/10/18 04:00:00+00,,{74A19682-B9C7-4BA5-A8C6-2D2E6C40CCB1},,,249,0,0
Oxon Run Park,"Mississippi Ave., between 1st St. and Southern Ave., SE",LARGE PARK,DPR_0502,Y,2,,2,,,,10,,,,,,,4,,,,,,,,,,,,,,,,,,,,N,8,,08,,0501,Simon Elementary School,RES 05010000,"Subdivision 158, Page 36,128, Page 146,136, Page 93,144, Page 48 Referenced for this TOJ to DC for recreation purposes.",1930/01/01 05:00:00+00,,{C9A106E9-ED93-4E42-AB96-DC600E33ABAD},,,250,0,0
Ferebee-Hope Recreation Center,3999 8TH STREET SE,REC CENTER GROUNDS,DPR_0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,none,,6124    0045,,,,{35F19C5E-4DEA-4190-A83F-5BAEF36366BF},,,251,0,0
Triangle,100 Block of Xenia St SE,TRIANGLE,DPR_0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,none,,6128N   0805,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,,,{3FAE1B87-7F25-4E75-A5DC-4BBBD7B7831C},,,252,0,0
Triangle,100 Block of Xenia St SE,TRIANGLE,DPR_0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,none,,6128    0808,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,,,{7EB058DB-D0FB-4027-AB57-BBE0F573EFC3},,,253,0,0
Triangle,100 Block of Yuma St SE,TRIANGLE,DPR_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,none,,6128    0811,Subdivision Book 158 Page 36. TOJ for recreation and related purposes.,,,{D146C49F-531E-4853-873A-DCC6A51AD4F1},,,254,0,0
Fort Greble,"South Capitol & 2nd Sts., SE & SW",REC CENTER GROUNDS,DPR_0421,Y,0,1,2,1,0,0,1,0,N,Y,0,1,0,1,1,0,0,N,,,,N,,Y,0,3,Nw,Nne,RpAIR,RpLACE,Pr,ChnLnk,MdSlp,N,8,,08,,0421,Leckie Elementary School,Multiple Lots,Subdivision Book 158 Page 40 (TOJ to DC for Recreation purposes),,,{F8E46652-3955-407A-8C8E-CC659493A892},,,255,0,0
Bald Eagle Hill,"Nichols & Southern Aves., SW",REC CENTER GROUNDS,DPR_0561,Y,1,0,2,0,0,0,2,0,N,N,1,1,1,1,0,0,0,N,,,,Y,,Y,0,5,RpLACE,Nne,RpLACE,RpLACE,Pr,ChnLnk,Flt,N,8,,08,,0561,none,Multiple Lots,Subdivision Book 158 Page 40 (TOJ for Recreation Purposes),1975/01/01 05:00:00+00,,{B7E6558C-DC4B-4CCA-A8FB-DF83F33935C1},,,256,0,0
Reservoir Park,10 LOWER SERVICE COURT NW,REC CENTER GROUNDS,DPR_0713,Y,,,,,,,,,,,,,,1,,1,,Y,,,,,,,,,,,,,,,,,5,,,,,,3128    0105,,,,{27D78FAC-BA61-4C1E-ABD0-455E6EED9689},2024/06/20 21:58:23+00,2024/06/20 21:58:23+00,321,0,0
Mitchell Park,1801 23RD STREET NW,REC CENTER GROUNDS,DPR_0724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529    0821,,,,{57F03B67-0556-4A35-BBF2-2D9458D735B1},2024/08/26 22:22:54+00,2024/08/26 22:22:54+00,641,0,0
Malcolm X Opportunity Center,"1351 Alabama Avenue, SE",REC CENTER GROUNDS,DPR_0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5914    0010,,,,{850A7161-B7B7-47BC-87D6-8606223EDE0E},2024/08/26 23:42:58+00,2024/08/27 00:07:10+00,643,0,0
